cdli_name,unicode_name
SZA,PROTO-CUNEIFORM SIGN SHA
SZA,PROTO-CUNEIFORM SIGN SHA VARIANT 1
SZA,PROTO-CUNEIFORM SIGN SHA VARIANT 2
|(SZAxHI@g~a)~a|,PROTO-CUNEIFORM SIGN SHA TIMES HI GUNU-A FORM A
|(SZAxHI@g~a)~b|,PROTO-CUNEIFORM SIGN SHA TIMES HI GUNU-A FORM B
SZA@g,PROTO-CUNEIFORM SIGN SHA GUNU
SZA3~a1,PROTO-CUNEIFORM SIGN SHA3-A1
SZA3~a2,PROTO-CUNEIFORM SIGN SHA3-A2
SZA3~b,PROTO-CUNEIFORM SIGN SHA3-B
SZA3~c,PROTO-CUNEIFORM SIGN SHA3-C
SZA3~d,PROTO-CUNEIFORM SIGN SHA3-D
SZAB~a,PROTO-CUNEIFORM SIGN SHAB-A
SZAB~a,PROTO-CUNEIFORM SIGN SHAB-A VARIANT 1
SZAB~b,PROTO-CUNEIFORM SIGN SHAB-B
SZAB~b,PROTO-CUNEIFORM SIGN SHAB-B VARIANT 1
SZAGAN,PROTO-CUNEIFORM SIGN SHAGAN
SZAGAN,PROTO-CUNEIFORM SIGN SHAGAN VARIANT 1
SZAGINA,PROTO-CUNEIFORM SIGN SHAGINA
SZAH2~a,PROTO-CUNEIFORM SIGN SHAH2-A
SZAH2~b,PROTO-CUNEIFORM SIGN SHAH2-B
SZAH2~c,PROTO-CUNEIFORM SIGN SHAH2-C
SZAKIR~a,PROTO-CUNEIFORM SIGN SHAKIR-A
SZAKIR~b,PROTO-CUNEIFORM SIGN SHAKIR-B
SZAKIR~c,PROTO-CUNEIFORM SIGN SHAKIR-C
SZAM2,PROTO-CUNEIFORM SIGN SHAM2
SZANDANA~a,PROTO-CUNEIFORM SIGN SHANDANA-A
SZANDANA~b,PROTO-CUNEIFORM SIGN SHANDANA-B
SZE~a,PROTO-CUNEIFORM SIGN SHE-A
|SZE~a.KIN2~c|,PROTO-CUNEIFORM SIGN SHE-A BESIDE KIN2-C
|SZE~a.NAM2|,PROTO-CUNEIFORM SIGN SHE-A BESIDE NAM2
|SZE~a.NAM2|,PROTO-CUNEIFORM SIGN SHE-A BESIDE NAM2 VARIANT 1
|SZE~a&SZE~a|,PROTO-CUNEIFORM SIGN SHE-A OVER SHE-A
SZE~a@t,PROTO-CUNEIFORM SIGN SHE-A TENU
SZE~b,PROTO-CUNEIFORM SIGN SHE-B
SZE~c,PROTO-CUNEIFORM SIGN SHE-C
SZE3,PROTO-CUNEIFORM SIGN SHE3
SZE3,PROTO-CUNEIFORM SIGN SHE3 VARIANT 1
SZE3@t,PROTO-CUNEIFORM SIGN SHE3 TENU
SZE3@t,PROTO-CUNEIFORM SIGN SHE3 TENU VARIANT 1
SZEG9,PROTO-CUNEIFORM SIGN SHEG9
SZELU,PROTO-CUNEIFORM SIGN SHELU
SZEN~a,PROTO-CUNEIFORM SIGN SHEN-A
SZEN~a,PROTO-CUNEIFORM SIGN SHEN-A VARIANT 1
SZEN~b,PROTO-CUNEIFORM SIGN SHEN-B
SZEN~b,PROTO-CUNEIFORM SIGN SHEN-B VARIANT 1
SZEN~c,PROTO-CUNEIFORM SIGN SHEN-C
SZEN~c@t,PROTO-CUNEIFORM SIGN SHEN-C TENU
SZEN~d,PROTO-CUNEIFORM SIGN SHEN-D
|SZEN~dxA|,PROTO-CUNEIFORM SIGN SHEN-D TIMES A
SZEN~d,PROTO-CUNEIFORM SIGN SHEN-D VARIANT 1
SZEN~d,PROTO-CUNEIFORM SIGN SHEN-D VARIANT 2
SZEN~e,PROTO-CUNEIFORM SIGN SHEN-E
SZENNUR~a,PROTO-CUNEIFORM SIGN SHENNUR-A
SZENNUR~b,PROTO-CUNEIFORM SIGN SHENNUR-B
SZESZ~a,PROTO-CUNEIFORM SIGN SHESH-A
SZESZ~a,PROTO-CUNEIFORM SIGN SHESH-A VARIANT 1
SZESZ~b,PROTO-CUNEIFORM SIGN SHESH-B
SZIDIM,PROTO-CUNEIFORM SIGN SHIDIM
SZIDIM@t,PROTO-CUNEIFORM SIGN SHIDIM TENU
SZIM~a,PROTO-CUNEIFORM SIGN SHIM-A
SZIM~a,PROTO-CUNEIFORM SIGN SHIM-A VARIANT 1
SZIM~a,PROTO-CUNEIFORM SIGN SHIM-A VARIANT 2
SZIM~b,PROTO-CUNEIFORM SIGN SHIM-B
SZIR~a,PROTO-CUNEIFORM SIGN SHIR-A
SZIR~a,PROTO-CUNEIFORM SIGN SHIR-A VARIANT 1
SZIR~b,PROTO-CUNEIFORM SIGN SHIR-B
SZIR~b,PROTO-CUNEIFORM SIGN SHIR-B VARIANT 1
SZIR~b,PROTO-CUNEIFORM SIGN SHIR-B VARIANT 2
SZITA~a1,PROTO-CUNEIFORM SIGN SHITA-A1
|SZITA~a1x1(N06)|,PROTO-CUNEIFORM SIGN SHITA-A1 TIMES ONE-N6
|SZITA~a1xKAK~a|,PROTO-CUNEIFORM SIGN SHITA-A1 TIMES KAK-A
|SZITA~a1xSZU|,PROTO-CUNEIFORM SIGN SHITA-A1 TIMES SHU
|SZITA~a1xSZU2|,PROTO-CUNEIFORM SIGN SHITA-A1 TIMES SHU2
|SZITA~a1xUDU~a|,PROTO-CUNEIFORM SIGN SHITA-A1 TIMES UDU-A
SZITA~a2,PROTO-CUNEIFORM SIGN SHITA-A2
SZITA~a3,PROTO-CUNEIFORM SIGN SHITA-A3
SZITA~b1,PROTO-CUNEIFORM SIGN SHITA-B1
|SZITA~b1xHI@g~a|,PROTO-CUNEIFORM SIGN SHITA-B1 TIMES HI GUNU-A
SZITA~b2,PROTO-CUNEIFORM SIGN SHITA-B2
SZITA~b3,PROTO-CUNEIFORM SIGN SHITA-B3
|SZITA~b3xNAM2|,PROTO-CUNEIFORM SIGN SHITA-B3 TIMES NAM2
SZITA~c,PROTO-CUNEIFORM SIGN SHITA-C
SZITA@g~a,PROTO-CUNEIFORM SIGN SHITA GUNU-A
|SZITA@g~ax1(N04)|,PROTO-CUNEIFORM SIGN SHITA GUNU-A TIMES ONE-N4
|SZITA@g~ax1(N06)|,PROTO-CUNEIFORM SIGN SHITA GUNU-A TIMES ONE-N6
SZITA@g~a,PROTO-CUNEIFORM SIGN SHITA GUNU-A VARIANT 1
SZITA@g~b,PROTO-CUNEIFORM SIGN SHITA GUNU-B
SZU,PROTO-CUNEIFORM SIGN SHU
|SZUx1(N58)|,PROTO-CUNEIFORM SIGN SHU TIMES ONE-N58
|SZU&SZU|,PROTO-CUNEIFORM SIGN SHU OVER SHU
SZU@g,PROTO-CUNEIFORM SIGN SHU GUNU
SZU@s,PROTO-CUNEIFORM SIGN SHU SHESSHIG
SZU2,PROTO-CUNEIFORM SIGN SHU2
|SZU2.1(N02)|,PROTO-CUNEIFORM SIGN SHU2 BESIDE ONE-N2
|SZU2.2(N57)|,PROTO-CUNEIFORM SIGN SHU2 BESIDE TWO-N57
SZU2,PROTO-CUNEIFORM SIGN SHU2 VARIANT 1
|SZU2.AN|,PROTO-CUNEIFORM SIGN SHU2 BESIDE AN
|SZU2.E2~a|,PROTO-CUNEIFORM SIGN SHU2 BESIDE E2-A
|SZU2.E2~b|,PROTO-CUNEIFORM SIGN SHU2 BESIDE E2-B
|SZU2.EN~a|,PROTO-CUNEIFORM SIGN SHU2 BESIDE EN-A
|SZU2.EN~a|,PROTO-CUNEIFORM SIGN SHU2 BESIDE EN-A VARIANT 1
|SZU2.EN~b|,PROTO-CUNEIFORM SIGN SHU2 BESIDE EN-B
|SZU2.GISZ|,PROTO-CUNEIFORM SIGN SHU2 BESIDE GISH
|SZU2.((HIx1(N57))&(HIx1(N57)))|,PROTO-CUNEIFORM SIGN SHU2 BESIDE HI TIMES ONE-N57 OVER HI TIMES ONE-N57
|SZU2.URI3~a|,PROTO-CUNEIFORM SIGN SHU2 BESIDE URI3-A
SZU12,PROTO-CUNEIFORM SIGN SHU12
SZUBUR,PROTO-CUNEIFORM SIGN SHUBUR
SZUM,PROTO-CUNEIFORM SIGN SHUM
SZUR2~a,PROTO-CUNEIFORM SIGN SHUR2-A
SZUR2~b,PROTO-CUNEIFORM SIGN SHUR2-B
SZURUPPAK~a,PROTO-CUNEIFORM SIGN SHURUPPAK-A
SZURUPPAK~a,PROTO-CUNEIFORM SIGN SHURUPPAK-A VARIANT 1
SZURUPPAK~b,PROTO-CUNEIFORM SIGN SHURUPPAK-B
SZURUPPAK~b,PROTO-CUNEIFORM SIGN SHURUPPAK-B VARIANT 1
SZURUPPAK~c,PROTO-CUNEIFORM SIGN SHURUPPAK-C
SI,PROTO-CUNEIFORM SIGN SI
SI,PROTO-CUNEIFORM SIGN SI VARIANT 1
|SIxGU4|,PROTO-CUNEIFORM SIGN SI TIMES GU4
|SIxSZE3|,PROTO-CUNEIFORM SIGN SI TIMES SHE3
SI4~a,PROTO-CUNEIFORM SIGN SI4-A
SI4~b,PROTO-CUNEIFORM SIGN SI4-B
SI4~c,PROTO-CUNEIFORM SIGN SI4-C
SI4~d,PROTO-CUNEIFORM SIGN SI4-D
SI4~d,PROTO-CUNEIFORM SIGN SI4-D VARIANT 1
SI4~f,PROTO-CUNEIFORM SIGN SI4-F
SI4~f,PROTO-CUNEIFORM SIGN SI4-F VARIANT 1
SIG,PROTO-CUNEIFORM SIGN SIG
|SIGx1(N57)|,PROTO-CUNEIFORM SIGN SIG TIMES ONE-N57
SIG@g,PROTO-CUNEIFORM SIGN SIG GUNU
SIG2~a1,PROTO-CUNEIFORM SIGN SIG2-A1
SIG2~a2,PROTO-CUNEIFORM SIGN SIG2-A2
SIG2~a3,PROTO-CUNEIFORM SIGN SIG2-A3
SIG2~a3,PROTO-CUNEIFORM SIGN SIG2-A3 VARIANT 1
SIG2~a3,PROTO-CUNEIFORM SIGN SIG2-A3 VARIANT 2
SIG2~a4,PROTO-CUNEIFORM SIGN SIG2-A4
SIG2~b,PROTO-CUNEIFORM SIGN SIG2-B
|SIG2~bx1(N14)|,PROTO-CUNEIFORM SIGN SIG2-B TIMES ONE-N14
|SIG2~b&SIG2~b|,PROTO-CUNEIFORM SIGN SIG2-B OVER SIG2-B
SIG2~c1,PROTO-CUNEIFORM SIGN SIG2-C1
SIG2~c2,PROTO-CUNEIFORM SIGN SIG2-C2
SIG2~d1,PROTO-CUNEIFORM SIGN SIG2-D1
SIG2~d2,PROTO-CUNEIFORM SIGN SIG2-D2
SIG2~d2,PROTO-CUNEIFORM SIGN SIG2-D2 VARIANT 1
SIG2~d3,PROTO-CUNEIFORM SIGN SIG2-D3
SIG2~d4,PROTO-CUNEIFORM SIGN SIG2-D4
SIG2~e,PROTO-CUNEIFORM SIGN SIG2-E
SIG4,PROTO-CUNEIFORM SIGN SIG4
SIG7,PROTO-CUNEIFORM SIGN SIG7
SIG7,PROTO-CUNEIFORM SIGN SIG7 VARIANT 1
SIKIL,PROTO-CUNEIFORM SIGN SIKIL
SILA3~a,PROTO-CUNEIFORM SIGN SILA3-A
|SILA3~ax1(N57)|,PROTO-CUNEIFORM SIGN SILA3-A TIMES ONE-N57
|SILA3~ax1(N58)|,PROTO-CUNEIFORM SIGN SILA3-A TIMES ONE-N58
|SILA3~axA|,PROTO-CUNEIFORM SIGN SILA3-A TIMES A
|SILA3~axAMAR|,PROTO-CUNEIFORM SIGN SILA3-A TIMES AMAR
|SILA3~axDUG~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES DUG-A
|SILA3~axDUG~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES DUG-A VARIANT 1
|SILA3~axDUG~b|,PROTO-CUNEIFORM SIGN SILA3-A TIMES DUG-B
|SILA3~axGA~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES GA-A
|SILA3~axGARA2~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES GARA2-A
|SILA3~axGESZTU~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-A
|SILA3~axGESZTU~c3|,PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-C3
|SILA3~axGESZTU~c5|,PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-C5
|SILA3~axHASZHUR|,PROTO-CUNEIFORM SIGN SILA3-A TIMES HASHHUR
|SILA3~axHI|,PROTO-CUNEIFORM SIGN SILA3-A TIMES HI
|SILA3~axHI@g~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES HI GUNU-A
|SILA3~axIB~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES IB-A
|SILA3~axKASZ~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-A
|SILA3~axKASZ~c|,PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-C
|SILA3~axKASZ~d|,PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-D
|SILA3~axKU6~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES KU6-A
|SILA3~axKUR~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES KUR-A
|SILA3~axMA|,PROTO-CUNEIFORM SIGN SILA3-A TIMES MA
|SILA3~axMASZ|,PROTO-CUNEIFORM SIGN SILA3-A TIMES MASH
|SILA3~axNAGA~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES NAGA-A
|SILA3~axNI~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES NI-A
|SILA3~axNUN~b|,PROTO-CUNEIFORM SIGN SILA3-A TIMES NUN-B
|SILA3~axSZE~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SHE-A
|SILA3~axSZE~a@t|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SHE-A TENU
|SILA3~axSZU|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SHU
|SILA3~axSZU2|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SHU2
|SILA3~axSUHUR|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SUHUR
|SILA3~axSUM~a|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SUM-A
|SILA3~axSUM~b|,PROTO-CUNEIFORM SIGN SILA3-A TIMES SUM-B
|SILA3~axX|,PROTO-CUNEIFORM SIGN SILA3-A TIMES X
|SILA3~axZATU629|,PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU629
|SILA3~axZATU646|,PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU646
|SILA3~ax(ZATU659.TU~c)|,PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU659 BESIDE TU-C
SILA3~b,PROTO-CUNEIFORM SIGN SILA3-B
|SILA3~bxDUG~a|,PROTO-CUNEIFORM SIGN SILA3-B TIMES DUG-A
|SILA3~bxGUG2|,PROTO-CUNEIFORM SIGN SILA3-B TIMES GUG2
|SILA3~bxNAGA~b|,PROTO-CUNEIFORM SIGN SILA3-B TIMES NAGA-B
|SILA3~bxNI~a|,PROTO-CUNEIFORM SIGN SILA3-B TIMES NI-A
|SILA3~bxNI~b|,PROTO-CUNEIFORM SIGN SILA3-B TIMES NI-B
SILA3~c,PROTO-CUNEIFORM SIGN SILA3-C
|SILA3~cxSZU|,PROTO-CUNEIFORM SIGN SILA3-C TIMES SHU
|SILA3~cxZATU687|,PROTO-CUNEIFORM SIGN SILA3-C TIMES ZATU687
|SILA3~dxNI~a|,PROTO-CUNEIFORM SIGN SILA3-D TIMES NI-A
SILA4~a,PROTO-CUNEIFORM SIGN SILA4-A
SILA4~b,PROTO-CUNEIFORM SIGN SILA4-B
SILA4~c,PROTO-CUNEIFORM SIGN SILA4-C
SILA4~d,PROTO-CUNEIFORM SIGN SILA4-D
SILANITA,PROTO-CUNEIFORM SIGN SILANITA
SIMUG,PROTO-CUNEIFORM SIGN SIMUG
SIMUG,PROTO-CUNEIFORM SIGN SIMUG VARIANT 1
SIPA,PROTO-CUNEIFORM SIGN SIPA
SU~a,PROTO-CUNEIFORM SIGN SU-A
|SU~ax1(N58)|,PROTO-CUNEIFORM SIGN SU-A TIMES ONE-N58
SU~a,PROTO-CUNEIFORM SIGN SU-A VARIANT 1
SU~b,PROTO-CUNEIFORM SIGN SU-B
SU3,PROTO-CUNEIFORM SIGN SU3
SUG,PROTO-CUNEIFORM SIGN SUG
SUG5,PROTO-CUNEIFORM SIGN SUG5
SUH3,PROTO-CUNEIFORM SIGN SUH3
SUHUR,PROTO-CUNEIFORM SIGN SUHUR
SUHUR@g,PROTO-CUNEIFORM SIGN SUHUR GUNU
SUHUR@n,PROTO-CUNEIFORM SIGN SUHUR NUTILLU
SUKKAL,PROTO-CUNEIFORM SIGN SUKKAL
SUKUD,PROTO-CUNEIFORM SIGN SUKUD
|(SUKUD+SUKUD)~a|,PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM A
|(SUKUD+SUKUD)~b|,PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM B
|(SUKUD+SUKUD)~c|,PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM C
|(SUKUD+SUKUD)~d|,PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM D
SUKUD@g~a,PROTO-CUNEIFORM SIGN SUKUD GUNU-A
SUKUD@g~b,PROTO-CUNEIFORM SIGN SUKUD GUNU-B
SUKUD@g~b,PROTO-CUNEIFORM SIGN SUKUD GUNU-B VARIANT 1
SUKUD@g~c,PROTO-CUNEIFORM SIGN SUKUD GUNU-C
SUKUD@g~d,PROTO-CUNEIFORM SIGN SUKUD GUNU-D
SUM~a,PROTO-CUNEIFORM SIGN SUM-A
SUM~a,PROTO-CUNEIFORM SIGN SUM-A VARIANT 1
SUM~a@t,PROTO-CUNEIFORM SIGN SUM-A TENU
SUM~b,PROTO-CUNEIFORM SIGN SUM-B
SUMASZ,PROTO-CUNEIFORM SIGN SUMASH
SUR,PROTO-CUNEIFORM SIGN SUR
SUSA,PROTO-CUNEIFORM SIGN SUSA
TA~a,PROTO-CUNEIFORM SIGN TA-A
TA~b,PROTO-CUNEIFORM SIGN TA-B
TA~c,PROTO-CUNEIFORM SIGN TA-C
TA~d,PROTO-CUNEIFORM SIGN TA-D
|TA~dxMASZ|,PROTO-CUNEIFORM SIGN TA-D TIMES MASH
TA~e,PROTO-CUNEIFORM SIGN TA-E
TA~f,PROTO-CUNEIFORM SIGN TA-F
TAG~a1,PROTO-CUNEIFORM SIGN TAG-A1
TAG~a1@t,PROTO-CUNEIFORM SIGN TAG-A1 TENU
TAG~a2,PROTO-CUNEIFORM SIGN TAG-A2
TAG~a3,PROTO-CUNEIFORM SIGN TAG-A3
TAG~a4,PROTO-CUNEIFORM SIGN TAG-A4
TAG~b,PROTO-CUNEIFORM SIGN TAG-B
TAG~c,PROTO-CUNEIFORM SIGN TAG-C
TAG~d,PROTO-CUNEIFORM SIGN TAG-D
TAK4~a,PROTO-CUNEIFORM SIGN TAK4-A
TAK4~a,PROTO-CUNEIFORM SIGN TAK4-A VARIANT 1
TAK4~a@n,PROTO-CUNEIFORM SIGN TAK4-A NUTILLU
TAK4~c,PROTO-CUNEIFORM SIGN TAK4-C
TAR~a,PROTO-CUNEIFORM SIGN TAR-A
TAR~d,PROTO-CUNEIFORM SIGN TAR-D
TE,PROTO-CUNEIFORM SIGN TE
TI,PROTO-CUNEIFORM SIGN TI
TI,PROTO-CUNEIFORM SIGN TI VARIANT 1
TI@t,PROTO-CUNEIFORM SIGN TI TENU
TI@g,PROTO-CUNEIFORM SIGN TI GUNU
TI@r,PROTO-CUNEIFORM SIGN TI REVERSED
TIDNUM,PROTO-CUNEIFORM SIGN TIDNUM
TILLA2,PROTO-CUNEIFORM SIGN TILLA2
TU~a,PROTO-CUNEIFORM SIGN TU-A
TU~b,PROTO-CUNEIFORM SIGN TU-B
TU~c,PROTO-CUNEIFORM SIGN TU-C
TUG2~a,PROTO-CUNEIFORM SIGN TUG2-A
|TUG2~a.(BAD&BAD)|,PROTO-CUNEIFORM SIGN TUG2-A BESIDE BAD OVER BAD
TUG2~a@g,PROTO-CUNEIFORM SIGN TUG2-A GUNU
TUG2~a@g,PROTO-CUNEIFORM SIGN TUG2-A GUNU VARIANT 1
TUG2~b,PROTO-CUNEIFORM SIGN TUG2-B
TUG2~c,PROTO-CUNEIFORM SIGN TUG2-C
TUG2~d,PROTO-CUNEIFORM SIGN TUG2-D
TUM~a,PROTO-CUNEIFORM SIGN TUM-A
TUM~a@g,PROTO-CUNEIFORM SIGN TUM-A GUNU
TUM~b,PROTO-CUNEIFORM SIGN TUM-B
TUM~c,PROTO-CUNEIFORM SIGN TUM-C
TUM~d,PROTO-CUNEIFORM SIGN TUM-D
TUN3~a,PROTO-CUNEIFORM SIGN TUN3-A
TUN3~b,PROTO-CUNEIFORM SIGN TUN3-B
TUN3~c,PROTO-CUNEIFORM SIGN TUN3-C
TUR,PROTO-CUNEIFORM SIGN TUR
TUR,PROTO-CUNEIFORM SIGN TUR VARIANT 1
TUR,PROTO-CUNEIFORM SIGN TUR VARIANT 2
TUR,PROTO-CUNEIFORM SIGN TUR VARIANT 3
|TURxX|,PROTO-CUNEIFORM SIGN TUR TIMES X
TUR@g,PROTO-CUNEIFORM SIGN TUR GUNU
TUR3~a,PROTO-CUNEIFORM SIGN TUR3-A
TUR3~a@n,PROTO-CUNEIFORM SIGN TUR3-A NUTILLU
TUR3~b,PROTO-CUNEIFORM SIGN TUR3-B
|TUR3~bxTAK4~a|,PROTO-CUNEIFORM SIGN TUR3-B TIMES TAK4-A
TUR3~c,PROTO-CUNEIFORM SIGN TUR3-C
U2~a,PROTO-CUNEIFORM SIGN U2-A
U2~b,PROTO-CUNEIFORM SIGN U2-B
U2~b,PROTO-CUNEIFORM SIGN U2-B VARIANT 1
U2~b,PROTO-CUNEIFORM SIGN U2-B VARIANT 2
U2~c,PROTO-CUNEIFORM SIGN U2-C
U4,PROTO-CUNEIFORM SIGN U4
|U4x1(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N1
|U4x1(N01).5(N08)|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N1 BESIDE FIVE-N8
|U4x1(N01@f)|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N1 FLAT
|U4.1(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N8
|U4.1(N14)|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14
|U4x1(N14)|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14
|U4x(1(N14).2(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 BESIDE TWO-N1
|U4.(1(N14).3(N08))|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 BESIDE THREE-N8
|U4x(1(N14).4(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 BESIDE FOUR-N1
|U4.(1(N14).4(N08))|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 BESIDE FOUR-N8
|U4.(1(N14).5(N08))|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 BESIDE FIVE-N8
|U4x(1(N14).8(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N14 BESIDE EIGHT-N1
|U4.(1(N14).8(N08))|,PROTO-CUNEIFORM SIGN U4 BESIDE ONE-N14 BESIDE EIGHT-N8
|U4x1(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N57
|U4x1(N58)@t|,PROTO-CUNEIFORM SIGN U4 TIMES ONE-N58 TENU
|U4x2(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1
|U4x2(N01).2(N14)|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE TWO-N14
|U4x2(N01).(2(N14).1(N08))|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE TWO-N14 BESIDE ONE-N8
|U4x2(N01).X|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N1 BESIDE X
|U4.2(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE TWO-N8
|U4.2(N14)|,PROTO-CUNEIFORM SIGN U4 BESIDE TWO-N14
|U4x2(N14)|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N14
|U4x(2(N14).4(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N14 BESIDE FOUR-N1
|U4x2(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES TWO-N57
|U4x3(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES THREE-N1
|U4x3(N01).3(N08)|,PROTO-CUNEIFORM SIGN U4 TIMES THREE-N1 BESIDE THREE-N8
|U4.3(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE THREE-N8
|U4x(3(N14).2(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES THREE-N14 BESIDE TWO-N1
|U4x(3(N14).7(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES THREE-N14 BESIDE SEVEN-N1
|U4x3(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES THREE-N57
|U4x4(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N1
|U4x4(N01).2(N14)|,PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N1 BESIDE TWO-N14
|U4.4(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE FOUR-N8
|U4x4(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES FOUR-N57
|U4x5(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N1
|U4x5(N01).1(N14)|,PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N1 BESIDE ONE-N14
|U4.5(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE FIVE-N8
|U4x5(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES FIVE-N57
|U4x6(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES SIX-N1
|U4.6(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE SIX-N8
|U4x6(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES SIX-N57
|U4.7(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE SEVEN-N8
|U4x7(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES SEVEN-N57
|U4x8(N01)|,PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N1
|U4x8(N01).X|,PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N1 BESIDE X
|U4.8(N08)|,PROTO-CUNEIFORM SIGN U4 BESIDE EIGHT-N8
|U4x8(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES EIGHT-N57
|U4x10(N57)|,PROTO-CUNEIFORM SIGN U4 TIMES TEN-N57
|U4x(X(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES X-N1
|U4.SZU2|,PROTO-CUNEIFORM SIGN U4 BESIDE SHU2
|U4xX|,PROTO-CUNEIFORM SIGN U4 TIMES X
|U4x(X+2(N01))|,PROTO-CUNEIFORM SIGN U4 TIMES X JOINING TWO-N1
U4@t,PROTO-CUNEIFORM SIGN U4 TENU
U8,PROTO-CUNEIFORM SIGN U8
U8,PROTO-CUNEIFORM SIGN U8 VARIANT 1
U8,PROTO-CUNEIFORM SIGN U8 VARIANT 2
U8,PROTO-CUNEIFORM SIGN U8 VARIANT 3
|(U8xTAR)~b|,PROTO-CUNEIFORM SIGN U8 TIMES TAR FORM B
UB,PROTO-CUNEIFORM SIGN UB
UBI~a,PROTO-CUNEIFORM SIGN UBI-A
UBI~c,PROTO-CUNEIFORM SIGN UBI-C
UBI~c,PROTO-CUNEIFORM SIGN UBI-C VARIANT 1
UD5~a,PROTO-CUNEIFORM SIGN UD5-A
UD5~a,PROTO-CUNEIFORM SIGN UD5-A VARIANT 1
UD5~a,PROTO-CUNEIFORM SIGN UD5-A VARIANT 2
UD5~a@g,PROTO-CUNEIFORM SIGN UD5-A GUNU
