𒑱	�
gakkul	a
gakkul₂	a
gakkul₃	a
gal	a
GAL	A
gal₁₀	a
gal₂	a
gal₄	a
gal₅	a
gal₈	a
gal₉	a
gala	a
gala₁₀	a
gala₁₁	a
gala₂	a
gala₃	a
gala₄	a
gala₅	a
gala₆	a
gala₇	a
gala₈	a
|GA.LAGAB|	|A.A|
galam	a
GALAM	A
|GALAM.GALAM|	|A.A|
|GAL.AN.ZU|	|A.A.A|
|GAL.AŠGAB|	|A.A|
galaₓ	a
|GAL.BAR.EDIN|	|A.A.A|
|GAL.BUR₂|	|A.A|
|GAL.DI|	|A.A|
|GAL.DIM|	|A.A|
|GAL.DIM₂|	|A.A|
|GAL.DUN|	|A.A|
|GAL.DUN₃@g@g|	|A.A@a@a|
gale	a
galga	a
|GAL.GAD&GAD.GAR&GAR|	|A.A&A.A&A|
galgaₓ	a
|GAL.GIŠ.TUG₂.TE.A.DU|	|A.A.A.A.A.A|
galilla	a
galla	a
galla₂	a
galla₄	a
gallagalₓ	a
gallaₓ	a
|GAL.LUH|	|A.A|
|GAL.MUG@g|	|A.A@a|
|GAL.NAGAR|	|A.A|
|GAL.NI|	|A.A|
|GAL.ŠUBUR|	|A.A|
|GAL.TE|	|A.A|
|GAL.TE.LAL|	|A.A.A|
galti	a
galu	a
|GAL.UMUM|	|A.A|
|GAL.URI|	|A.A|
|GAL.URU×BAR|	|A.A|
galₓ	a
|GAL.ZU|	|A.A|
gam	a
GAM	A
gam₂	a
gam₃	a
gam₄	a
|GA.MA₂.DUB₂|	|A.A.A|
|GA.MA₂.IGI@g|	|A.A.A@a|
|GA.MA₂.KASKAL.IGI@g|	|A.A.A.A@a|
gamar	a
gambi	a
gambiₓ	a
|GAM.GAM|	|A.A|
gaml	a
gamu	a
gamun	a
gamun₂	a
gamunₓ	a
gamurₓ	a
gamₓ	a
gan	a
GAN	A
gan₂	a
GAN₂	A
|GAN₂.BU|	|A.A|
GAN₂@c	A@a
GAN₂@c@v	A@a@a
GAN₂@g	A@a
|GAN₂%GAN₂|	|A%A|
|GAN₂&GAN₂|	|A&A|
|GAN₂×HI|	|A|
GAN₂@t	A@a
|GAN₂@t&GAN₂@t|	|A@a&A@a|
|GAN₂@t.GAN₂@t|	|A@a.A@a|
gan₃	a
gan₇	a
gana	a
gana₂	a
gana₃	a
gana₄	a
gana₅	a
gana₆	a
ganam₄	a
ganam₅	a
ganam₆	a
ganaₓ	a
ganba	a
gangud	a
|GAN×HI|	|A|
|GA.NI|	|A.A|
|GAN×KASKAL|	|A|
GAN@s	A@a
gansis	a
gansisₓ	a
ganu	a
ganun	a
ganₓ	a
ganzer	a
ganzer₂	a
ganzer₃	a
ganzerₓ	a
ganzir	a
ganzir₂	a
ganzir₃	a
gaŋₓ	a
gap	a
gap₂	a
|GA.PAP.U@g.DIŠ|	|A.A.A@a.A|
gar	a
GAR	A
gar₁₀	a
gar₁₁	a
gar₁₂	a
gar₁₃	a
gar₁₄	a
gar₁₉	a
gar₂	a
gar₃	a
GAR₃	A
gar₄	a
gar₅	a
gar₆	a
gar₇	a
gar₈	a
gar₉	a
gara	a
gara₁₀	a
gara₁₁	a
gara₂	a
gara₃	a
gara₄	a
gara₆	a
gara₈	a
gara₉	a
garadin	a
garadin₁₀	a
garadin₂	a
garadin₃	a
garadin₄	a
garadin₅	a
garadin₇	a
garadin₈	a
garadin₉	a
garadinₓ	a
garak	a
garak₅	a
garaš	a
garaš₂	a
garaš₃	a
garaš₄	a
garaš₅	a
garašaₓ	a
garašₓ	a
garaₓ	a
GAR@g	A@a
|GAR.GA₂×(A.IGI)|	|A.A(A.A)|
|GAR.GAD.TAK₄.UR₂|	|A.A.A.A|
|GAR.GAR|	|A.A|
|GAR.GU.SUR.NUN|	|A.A.A.A|
|GAR.IB|	|A.A|
garig	a
garig₂	a
garig₃	a
garigₓ	a
garim	a
garim₂	a
garimₓ	a
garin	a
garinₓ	a
gariŋ₂	a
|GAR.KINGUSILI.SILA₃|	|A.A.A|
|GAR.LAGAB|	|A.A|
|GAR.LU₃|	|A.A|
|GAR.PA.TE.SI|	|A.A.A.A|
|GAR.ŠA₃|	|A.A|
|GAR.ŠA₃.A|	|A.A.A|
|GAR.ŠA₃×A|	|A.A|
|GAR.SAG.IL₂.EZEN.SAL|	|A.A.A.A.A|
|GAR.SAG.IL₂.EZEN.UŠ|	|A.A.A.A.A|
|GAR.SAG.KEŠ₂.SAL|	|A.A.A.A|
|GAR.SAG.LAL.SAL|	|A.A.A.A|
|GAR.SAG.SAL.LAL|	|A.A.A.A|
|GAR.SAL.LAL.SAG|	|A.A.A.A|
|GAR.SAL.SAG.LAL|	|A.A.A.A|
|GAR.ŠANABI.SILA₃|	|A.A.A|
|GAR.ŠID|	|A.A|
|GAR.ŠU.DUGUD|	|A.A.A|
|GAR.ŠUŠANA.SILA₃|	|A.A.A|
|GAR.ŠU.TUR|	|A.A.A|
|GAR.TUG₂|	|A.A|
garu	a
garₓ	a
garza	a
garza₂	a
garzu	a
gas	a
gaš	a
gaṣ	a
gasa	a
gašam	a
gašamₓ	a
gašan	a
GAŠAN	A
gasibir	a
gasikilla	a
|GA×SILA₃|	|A|
gašmu	a
gaššu	a
gasₓ	a
gat	a
gat₂	a
gat₃	a
|GA.UZ₃|	|A.A|
|GA.UZ₃.HI|	|A.A.A|
|GA.UZ₃.IGI@g|	|A.A.A@a|
gaₓ	a
gayayu	a
gaz	a
gaz⁻	a
gaz₂	a
gaza	a
gaza₃	a
gazaₓ	a
gazi	a
gazi₂	a
gazi₃	a
gazibu	a
gazigal	a
gazigalₓ	a
gazimbi	a
gazinbi	a
gazinbu	a
gaziₓ	a
gaʾar	a
gaʾešₓ	a
gaʾurₓ	a
ge	a
ge₁₀	a
ge₁₂	a
ge₁₄	a
ge₁₅	a
ge₁₆	a
ge₁₇	a
ge₁₈	a
ge₁₉	a
ge₂	a
ge₂₀	a
ge₂₂	a
GE₂₂	A
ge₂₃	a
ge₂₄	a
ge₂₆	a
ge₂₈	a
ge₃	a
ge₄	a
ge₅	a
ge₆	a
ge₇	a
ge₈	a
ge₉	a
gedim	a
geg	a
geg₂	a
gegge	a
gel	a
gele₃	a
geleŋ	a
geli₃	a
geltan	a
gem	a
gem₃	a
geme₂	a
geme₃	a
gemeₓ	a
gen	a
gen₃	a
gen₆	a
gen₇	a
gena	a
genan	a
genna	a
ger	a
ger₁₅	a
ger₂	a
ger₃	a
gereš	a
gereš₃	a
gerin	a
geš	a
geš₂	a
geš₂@c	a@a
GEŠ₂@c	A@a
geš₂@c@90	a@a@1
GEŠ₂@c@90	A@a@1
geš₂@c@v	a@a@a
GEŠ₂@c@v	A@a@a
geš₂@t	a@a
GEŠ₂@t	A@a
geš₃	a
gešba	a
gešba₂	a
gešbu	a
gešbu₂	a
gešbun	a
gešbun₂	a
gešbunₓ	a
gešburₓ	a
gešdu	a
gešdu₂	a
gešdu₃	a
gešdu₄	a
gešhar	a
gešhur	a
gešhurₓ	a
gešimmar	a
geškad	a
geškadₓ	a
geškim	a
gešmin@c	a@a
gešminʾu@c	a@a
gešnimbar	a
gešnu₂	a
gešpa	a
gešpu	a
gešpu₂	a
geššir	a
gešta	a
geštae	a
geštaeₓ	a
geštara	a
geštin	a
GEŠTIN	A
geština	a
geštin@d	a@a
|GEŠTIN×KUR|	|A|
|GEŠTIN×U|	|A|
geštu	a
geštu₂	a
geštu₃	a
geštu₄	a
geštug	a
geštug₂	a
geštug₃	a
geštunuₓ	a
geštuₓ	a
gešu	a
GEŠU@c	A@a
|GEŠU@c×KASKAL|	|A@aA|
GEŠU@v	A@a
gešₓ	a
gešʾu	a
gešʾu@c	a@a
gešʾu@v	a@a
geₓ	a
gez	a
gi	a
GI	A
gi₁₀	a
gi₁₂	a
gi₁₆	a
gi₁₇	a
gi₁₈	a
gi₂	a
gi₂₇	a
gi₄	a
GI₄	A
|GI₄%GI₄|	|A%A|
|GI₄&GI₄|	|A&A|
|GI₄.NA.AB.TUM|	|A.A.A.A|
gi₅	a
gi₆	a
gi₇	a
gi₈	a
gi₉	a
gib	a
gib₂	a
gib₃	a
gibi	a
gibil	a
gibil⁻	a
gibil₂	a
gibil₃	a
gibil₄	a
gibil₅	a
gibil₆	a
gibil₇	a
gibila	a
gibilₓ	a
gibir	a
gibir₂	a
gibiru	a
giburu	a
gid	a
gid₂	a
gid₆	a
gida₂	a
gida₄	a
gidar	a
gidi₃	a
gidi₆	a
gidim	a
GIDIM	A
gidim₂	a
gidim₃	a
gidim₄	a
gidimₓ	a
gidirₓ	a
gidlam	a
gidlam₂	a
gidlam₃	a
gidlam₄	a
gidri	a
gidru	a
gidₓ	a
gig	a
GIG	A
gig₂	a
gigam	a
giggi	a
gigi	a
|GI%GI|	|A%A|
|GI&GI|	|A&A|
gigi₂	a
gigir	a
gigir₂	a
gigir₃	a
gigira	a
gigira₂	a
gigirum	a
gigirₓ	a
gigri	a
gigri₂	a
giguru	a
giguru₂	a
giguru₃	a
giguruₓ	a
gikki	a
gil	a
gil₂	a
gil₃	a
gil₄	a
gilgames	a
gilgameš	a
gilgameš₂	a
gilgames₃	a
gilgameš₃	a
gilgames₄	a
gilgameš₄	a
gilgamesₓ	a
gilgamešₓ	a
gili	a
gili₂	a
gili₃	a
gilib₃	a
gilib₄	a
gilibₓ	a
gilili	a
gilim	a
gilim₂	a
gilin	a
gillim	a
gim	a
gim₂	a
gim₃	a
gim₄	a
gim₆	a
gim₇	a
gimi	a
gin	a
gin₂	a
gin₃	a
gin₄	a
gin₅	a
gin₆	a
gin₇	a
gin₈	a
gina	a
gina₂	a
gina₃	a
|GI.NA.AB.TUM|	|A.A.A.A|
ginan	a
ginaₓ	a
|GI.NE|	|A.A|
gingam	a
ginna	a
ginₓ	a
giŋ₄	a
gip₂	a
giparₓ	a
gir	a
gir⁻	a
gir₁₀	a
gir₁₁	a
gir₁₂	a
gir₁₃	a
gir₁₄	a
gir₁₅	a
gir₁₆	a
gir₁₇	a
gir₁₈	a
gir₂	a
GIR₂	A
|GIR₂×AŠGAB|	|A|
GIR₂@g	A@a
gir₃	a
GIR₃	A
|GIR₃×(A.IGI)|	|A(A.A)|
|GIR₃.ARAD|	|A.A|
|GIR₃.BAR|	|A.A|
|GIR₃.GA₂×PA.A.AN|	|A.A.A.A|
|GIR₃×GAN₂@t|	|A@a|
|GIR₃×HI|	|A|
|GIR₃×IGI|	|A|
|GIR₃×(LU.IGI)|	|A(A.A)|
|GIR₃×PA|	|A|
|GIR₃×ŠE|	|A|
|GIR₃.ŠU.IG|	|A.A.A|
|GIR₃×X|	|A|
|GIR₃.ZA@t|	|A.A@a|
|GIR₃×ZA@t|	|A@a|
gir₄	a
gir₅	a
gir₅⁻	a
gir₆	a
gir₇	a
gir₈	a
gir₉	a
gira	a
gira₂	a
gira₃	a
giraba	a
girabaₓ	a
girah	a
girak	a
girenₓ	a
gireš	a
gireš₂	a
giri	a
giri₁₁	a
giri₁₃	a
giri₁₆	a
giri₁₆⁻	a
giri₁₇	a
giri₁₉	a
giri₂	a
giri₂₀	a
giri₂₁	a
giri₃	a
giri₅	a
giri₆	a
giri₈	a
giriak	a
girid	a
girid₂	a
|GIR×IGI.LU|	|A.A|
girim	a
girim₂	a
girim₃	a
girima₃	a
girimma₃	a
girin	a
girin₂	a
giriš	a
giriš₂	a
giriš₃	a
girišₓ	a
giriₓ	a
girra	a
girriₓ	a
giru₃	a
girum	a
girₓ	a
girza	a
gis	a
giš	a
GIŠ	A
giš₂	a
giš₃	a
giša	a
|GI.ŠA₃.GI|	|A.A.A|
gisal	a
GISAL	A
|GISAL×A.GAD.GAR.A.SI.A|	|A.A.A.A.A.A|
|GISAL.A.SI|	|A.A.A|
|GISAL.GAD.GAR.A.SI.A|	|A.A.A.A.A.A|
|GISAL.PAD.A.SI|	|A.A.A.A|
|GISAL.PAD.SI|	|A.A.A|
|GISAL.PAD.SI.A|	|A.A.A.A|
|GISAL.SI|	|A.A|
|GISAL.SI.A|	|A.A.A|
gisalₓ	a
|GIŠ.BAD|	|A.A|
|GIŠ×BAD|	|A|
gišbar	a
|GIŠ.BAR|	|A.A|
gisbun	a
gišbun	a
|GIŠ.DIN|	|A.A|
gišdu	a
gišdu₂	a
gišdu₃	a
|GIŠ.DUN₃@g.MAŠ|	|A.A@a.A|
|GIŠ×ERIN₂|	|A|
gišgal	a
|GIŠGAL×IGI|	|A|
|GIŠ.GAR.UMBIN|	|A.A.A|
|GIŠ%GIŠ|	|A%A|
|GIŠ&GIŠ|	|A&A|
|GIŠ×(GIŠ%GIŠ)|	|A(A%A)|
|GIŠ.GIŠ.NE@s.MES.GA|	|A.A.A@a.A.A|
|GIŠ%GIŠ.NUN|	|A%A.A|
|GIŠ%GIŠ.ZA|	|A%A.A|
gišha	a
gišhar	a
|GIŠ×HI|	|A|
gišhur	a
gišhurₓ	a
gišimmar	a
giškad	a
giškadₓ	a
|GIŠ.KA.KAD₃|	|A.A.A|
|GIŠ.KA.KAD₄|	|A.A.A|
|GIŠ.KA.KAD₅|	|A.A.A|
|GIŠ.KI.BI|	|A.A.A|
giskim	a
giškim	a
|GIŠ.KU|	|A.A|
|GIŠ.KUL|	|A.A|
|GIŠ.KUŠU₂|	|A.A|
|GIŠ.KUŠU₂×KASKAL|	|A.A|
|GIŠ.LU₂|	|A.A|
|GIŠ.MA₂.RA|	|A.A.A|
gišmaš	a
|GIŠ.MI|	|A.A|
|GIŠ.NE|	|A.A|
|GIŠ.NE.GA.MES|	|A.A.A.A|
|GIŠ.NE.MES.GA|	|A.A.A.A|
|GIŠ.NE.PAP|	|A.A.A|
|GIŠ.NE@s|	|A.A@a|
|GIŠ.NE@s.GA|	|A.A@a.A|
|GIŠ.NE@s.GA.MES|	|A.A@a.A.A|
|GIŠ.NE@s.GA.ME.U.U.U|	|A.A@a.A.A.A.A.A|
|GIŠ.NE@s.MES.GA|	|A.A@a.A.A|
gišnimbar	a
|GIŠ.NU₁₁|	|A.A|
gišnu₂	a
|GIŠ.PAP.NE|	|A.A.A|
|GIŠ.PAP.NE@s|	|A.A.A@a|
|GIŠ.PAP.PAP|	|A.A.A|
|GIŠ.PI|	|A.A|
|GIŠ.PI.TUG₂|	|A.A.A|
|GIŠ.PI.TUG₂.NU₁₁@90|	|A.A.A.A@1|
|GIŠ.RU|	|A.A|
|GIŠ.SAL.KUR|	|A.A.A|
|GIŠ.ŠEŠ.KI|	|A.A.A|
giššir	a
gissu	a
|GIŠ.ŠU.LU₂|	|A.A.A|
GIŠ@t	A@a
gištae	a
|GIŠ×TAK₄|	|A|
|GIŠ.TAR|	|A.A|
gištaʾe	a
gištaʾe₂	a
gištaʾi	a
gištaʾi₂	a
gištu	a
gištu₂	a
gištu₃	a
gištug	a
gištug₂	a
|GIŠ.TUG₂.DU|	|A.A.A|
|GIŠ.TUG₂.NI|	|A.A.A|
|GIŠ.TUG₂.PI|	|A.A.A|
|GIŠ.TUG₂.PI.A.SILA₃|	|A.A.A.A.A|
|GIŠ.TUG₂.PI.NI|	|A.A.A.A|
|GIŠ.TUG₂.PI.NU₁₁@90|	|A.A.A.A@1|
|GIŠ.TUG₂.PI.NU₁₁.SILA₃|	|A.A.A.A.A|
|GIŠ.TUG₂.PI.SILA₃.A|	|A.A.A.A.A|
|GIŠ.TUG₂.PI.ŠIR.TAR.GAR₃|	|A.A.A.A.A.A|
|GIŠ.TUG₂.PI.TE.A.DU|	|A.A.A.A.A.A|
|GIŠ.TUG₂.TE.A|	|A.A.A.A|
|GIŠ.TUG₂.TE.A.DU|	|A.A.A.A.A|
gištug₃	a
|GIŠ.TUK.MAŠ|	|A.A.A|
gištunuₓ	a
gišturu	a
gišₓ	a
|GIŠ×X|	|A|
gišzal	a
git	a
git₂	a
giṭ₂	a
gitag	a
|GI×TAK₄|	|A|
gitlam	a
gitlam₂	a
gitlam₃	a
gitlam₄	a
|GI×U|	|A|
giz	a
gizal	a
gizal₂	a
gizbun	a
gizkim	a
gizzal	a
gizzal₂	a
gizzalₓ	a
gizzu	a
GN	A
gu	a
GU	A
gu₁₀	a
gu₁₄	a
gu₁₅	a
gu₂	a
GU₂	A
GU₂@g	A@a
|GU₂.GAR₃|	|A.A|
|GU₂×(HI×DIŠ)|	|A(A)|
|GU₂×(HI×U)|	|A(A)|
|GU₂×IGI@g|	|A@a|
|GU₂.KAK|	|A.A|
|GU₂×KAK|	|A|
|GU₂×KAK.GIŠ%GIŠ|	|A.A%A|
|GU₂×KAK.IGI|	|A.A|
|GU₂×KAK×IGI|	|A|
|GU₂×KAK×IGI@g|	|A@a|
|GU₂.NUN|	|A.A|
|GU₂×NUN|	|A|
|GU₂.NUNUZ|	|A.A|
|GU₂×PA|	|A|
|GU₂×PAP|	|A|
GU₂@s	A@a
|GU₂×(SAL.TUG₂)|	|A(A.A)|
|GU₂.UN|	|A.A|
gu₃	a
gu₄	a
gu₅	a
gu₇	a
gu₇⁻	a
gu₈	a
gu₉	a
guana	a
gub	a
gub₂	a
gub₃	a
gub₄	a
gub₅	a
guba	a
gubalag	a
gubalaga	a
gublaga	a
gubu	a
gubu₃	a
gud	a
GUD	A
gud₁₀	a
gud₂	a
gud₃	a
gud₄	a
gud₅	a
gud₆	a
gud₇	a
gud₈	a
gud₉	a
guda₂	a
guda₃	a
|GUD×(A.KUR)|	|A(A.A)|
|GUD.AN.NA|	|A.A.A|
|GUD×AŠ|	|A|
gudaₓ	a
|GUD×BAD|	|A|
guddaₓ	a
|GUD×DIŠ|	|A|
gudedde	a
|GUD.GIŠ|	|A.A|
|GUD.GIŠ×KID₂|	|A.A|
|GUD.GIŠ×TAK₄|	|A.A|
|GUD.GIŠ×TAK₄.SI|	|A.A.A|
|GUD&GUD|	|A&A|
|GUD&GUD.LUGAL|	|A&A.A|
|GUD×HI|	|A|
gudibdim	a
gudibir	a
gudibir₂	a
gudiddi	a
|GUD×KASKAL|	|A|
|GUD.KU|	|A.A|
|GUD×KUR|	|A|
|(GUD×KUR₂)&(GUD×KUR₂)|	|(A)&(A)|
gudma	a
GUD@s	A@a
|GUD×ŠE|	|A|
gudu	a
gudu₁₀	a
gudu₁₁	a
gudu₂	a
gudu₄	a
gudu₅	a
|GUD×UD|	|A|
gudug	a
gudug₂	a
gudunₓ	a
guduₓ	a
gudₓ	a
gueriši	a
gug	a
gug₂	a
gug₃	a
gug₄	a
gug₅	a
gug₆	a
gugarid	a
guggal	a
guggim	a
guggimₓ	a
gugim	a
gugina	a
gugru	a
|GU%GU|	|A%A|
|GU&GU|	|A&A|
|GU.GU|	|A.A|
gugu₂	a
|GU×GU@90|	|A@1|
|GU%GU.GU%GU|	|A%A.A%A|
gugumu	a
gugₓ	a
guhšu	a
guhšu₂	a
gukim	a
gukin	a
gukin₂	a
gukiri	a
gukkal	a
gukkalₓ	a
gukri	a
gul	a
GUL	A
gul₂	a
gul₃	a
gulla	a
gulu	a
|GUL.ZA|	|A.A|
gum	a
GUM	A
gum₂	a
gum₃	a
gum₄	a
gumgum	a
gumgumšu	a
gumle	a
gumu	a
|GUM×X|	|A|
gun	a
gun₂	a
gun₃	a
gun₄	a
gun₅	a
guna₄	a
gunidaₓ	a
gunimₓ	a
gunin₂	a
guninₓ	a
gunni	a
gunniₓ	a
gunu₃	a
gunu₄	a
gunuₓ	a
gunₓ	a
gup	a
gup₅	a
guq	a
gur	a
GUR	A
gur₁₀	a
gur₁₁	a
gur₁₂	a
gur₁₃	a
gur₁₄	a
gur₁₅	a
gur₁₆	a
gur₁₇	a
gur₁₈	a
gur₁₉	a
gur₂	a
gur₂₁	a
gur₂₂	a
gur₂₃	a
gur₃	a
gur₄	a
gur₅	a
gur₆	a
gur₇	a
GUR₇	A
|(GUR₇&GUR₇)×AN|	|(A&A)A|
gur₈	a
gur₉	a
gura	a
gura₈	a
|GUR×AŠ@c|	|A@a|
gurdub	a
gurgig	a
gurin	a
gurinₓ	a
gurmedub	a
gurmi	a
guru	a
guru₁₂	a
guru₁₇	a
guru₁₉	a
guru₂	a
guru₂₀	a
guru₂₁	a
guru₂₂	a
guru₃	a
guru₅	a
guru₆	a
guru₇	a
guru₈	a
gurud	a
gurud₂	a
guruda	a
gurum	a
gurum₂	a
gurumₓ	a
gurun	a
GURUN	A
gurun₂	a
gurun₄	a
gurun₅	a
gurun₇	a
gurun₈	a
gurunₓ	a
guruš	a
GURUŠ	A
guruš₂	a
guruš₃	a
guruš₄	a
gurusa	a
gurušda	a
gurušta	a
gurušti	a
guruštiₓ	a
gurušₓ	a
guruₓ	a
gurₓ	a
guš	a
guškin	a
gušur₂	a
|GU.SUR.NUN|	|A.A.A|
gutir	a
guₓ	a
guz	a
guz₂	a
guz₃	a
guza	a
guziₓ	a
guzumₓ	a
guzza	a
ha	a
ha⁺	a
HA	A
ha₂	a
ha₃	a
ha₄	a
ha₅	a
ha₆	a
ha₇	a
|HA.A|	|A.A|
|HA.A.DU|	|A.A.A|
|HA.A.TAR|	|A.A.A|
|HA.A.TAR.DU|	|A.A.A.A|
hab	a
hab₂	a
haba	a
habburudaₓ	a
habrud	a
habrud₂	a
habrud₃	a
habrud₄	a
habruda	a
habruda₂	a
habruda₃	a
habruda₄	a
habur	a
had	a
had₂	a
had₃	a
had₄	a
hada₂	a
|HA.DU|	|A.A|
hadₓ	a
HA@g	A@a
|HA@g.TAR.A.DU|	|A@a.A.A.A|
|HA@g.TAR.DU|	|A@a.A.A|
hahad	a
hahhadₓ	a
haia	a
hal	a
HAL	A
hal₂	a
hala	a
halba	a
halba₂	a
halba₃	a
halba₄	a
halba₅	a
halba₆	a
halbaₓ	a
halbi	a
halbi₂	a
halbi₃	a
halbi₄	a
halbi₅	a
halbi₆	a
halbiₓ	a
halbu	a
halbu₂	a
halbu₃	a
halbu₄	a
halbu₅	a
halbu₆	a
halib	a
halpa	a
halpi	a
halpia	a
halpiaₓ	a
halpiₓ	a
halubba	a
halubₓ	a
|HA.LU.EŠ₂|	|A.A.A|
hamanzer	a
hamanzerₓ	a
hamanzirₓ	a
hamun	a
hamunₓ	a
|HA.MUŠ.DU|	|A.A.A|
|HA.NAGAR.BU|	|A.A.A|
hanburuda	a
haniš	a
haniš₂	a
haniš₃	a
hanzalub	a
hap	a
hap₂	a
har	a
har₂	a
har₃	a
hara	a
hara₃	a
hara₄	a
hara₅	a
haraₓ	a
harranₓ	a
haru₄	a
harub	a
haruba	a
harubₓ	a
harₓ	a
has	a
haš	a
haṣ	a
has₂	a
haš₂	a
haṣ₂	a
haš₃	a
haš₄	a
hašhur	a
hašₓ	a
hat	a
HA@t	A@a
haṭ	a
hata	a
|HA.TAR.A.DU|	|A.A.A.A|
|HA.TAR.DU|	|A.A.A|
|HA@t×BAD|	|A@aA|
HA@t@g	A@a@a
haₓ	a
haya	a
haz	a
haz₂	a
hazabur	a
|HA.ZAG|	|A.A|
he	a
he₂	a
heburₓ	a
hegal	a
henbur	a
henbur₂	a
henburₓ	a
hendur	a
henzer	a
henzir	a
heŋal	a
her	a
heš	a
heš₂	a
heš₅	a
hi	a
HI	A
hi₂	a
|HI.A|	|A.A|
|HI.AŠ|	|A.A|
|HI×AŠ|	|A|
|HI.AŠ₂|	|A.A|
|HI×AŠ₂|	|A|
|HI×AŠ₂.DU|	|A.A|
|HI×AŠ₂.HI×AŠ₂|	|A.A|
|HI×AŠ₂.KA×GAR|	|A.A|
|HI×AŠ₂.SAG|	|A.A|
|HI×AŠ@c|	|A@a|
|(HI×AŠ)&(HI×AŠ)|	|(A)&(A)|
|HI+AŠ.NUN.ME|	|A+A.A.A|
|HI.BAD|	|A.A|
|HI×BAD|	|A|
hibira	a
hibis	a
hibis₂	a
hibiz	a
hibiz₂	a
|HI×DIŠ|	|A|
HI@g	A@a
|HI×GAD|	|A|
|HI.GIR₃|	|A.A|
|HI×HAL|	|A|
|HI×HI|	|A|
|HI.HU|	|A.A|
|HI×KIN|	|A|
|HI.KISIM₅×SA|	|A.A|
hilib	a
hilib₂	a
hilibu	a
|HI×MAŠ|	|A|
|HI×NUN|	|A|
|HI×NUN.HI×NUN|	|A.A|
|HI×NUN.KASKAL|	|A.A|
|HI×NUN.ME|	|A.A|
|HI×NUN.ME.BAD|	|A.A.A|
|HI×NUN.ME.U|	|A.A.A|
|HI×PA|	|A|
|HI×PAP|	|A|
hir	a
hir₂	a
hirim	a
hirin	a
hirin₂	a
hirinₓ	a
his	a
hiš	a
hiš₂	a
hiš₃	a
hiš₄	a
|HI×SAR|	|A|
|HI×ŠE|	|A|
|HI.ŠE+SAR.ZU&ZU|	|A.A+A.A&A|
|HI.SUHUR|	|A.A|
|HI×U|	|A|
hiₓ	a
|HI×X|	|A|
hiz	a
hu	a
HU	A
hu₂	a
hu₃	a
hu₄	a
hu₅	a
hub	a
hub₂	a
HUB₂	A
|HUB₂×AN|	|A|
|HUB₂.DU|	|A.A|
|HUB₂×HAL|	|A|
|HUB₂×KASKAL|	|A|
|HUB₂×LIŠ|	|A|
|HUB₂×UD|	|A|
hubhub	a
hubhub₂	a
hubud	a
hubur	a
huburₓ	a
hubₓ	a
hud	a
hud₂	a
hud₃	a
hud₄	a
hudbu	a
huduš	a
|HU.ERIN₂|	|A.A|
hug	a
HU@g	A@a
|HU.HI|	|A.A|
huhud	a
|HU.KAK|	|A.A|
hul	a
hul₂	a
HUL₂	A
|HUL₂×X|	|A|
hul₃	a
hul₄	a
hula	a
hula₂	a
hulu	a
huluh	a
hulum	a
hulum₂	a
hulum₃	a
hum	a
|HU.MA₂|	|A.A|
|HU.MI.AN.IM|	|A.A.A.A|
humu	a
humuh	a
humunzerₓ	a
humurumₓ	a
hun	a
|HU.NA₂|	|A.A|
hunin	a
huŋ	a
hup	a
hup₂	a
hur	a
hurin	a
hurinₓ	a
hursag	a
hursaŋ	a
huru	a
hurₓ	a
hus	a
huš	a
huš⁻	a
hus₂	a
huš₂	a
huša	a
|HU.ŠE.ERIN₂|	|A.A.A|
|HU.SI|	|A.A|
hušuₓ	a
hutpu	a
huₓ	a
huya	a
i	a
I	A
i₁₁	a
i₁₄	a
i₁₆	a
i₂	a
i₃	a
i₄	a
i₅	a
i₆	a
i₇	a
i₈	a
i₉	a
ia	a
|I.A|	|A.A|
ia₁₀	a
ia₂	a
IA₂	A
ia₃	a
ia₄	a
ia₅	a
ia₇	a
ia₈	a
ia₉	a
iauₓ	a
ib	a
IB	A
ib₂	a
ibbanunna	a
ibbanunnaₓ	a
ibbi	a
ibbi₂	a
ibila	a
ibila₂	a
ibila₃	a
ibila₄	a
ibilaₓ	a
ibira	a
ibira₂	a
id	a
id₂	a
id₃	a
id₄	a
id₆	a
id₇	a
id₈	a
ida₂	a
idarengalₓ	a
idenₓ	a
idi	a
idi₂	a
idi₃	a
|I.DIB|	|A.A|
idigna	a
idim	a
IDIM	A
|IDIM&IDIM.BUR|	|A&A.A|
idin	a
idinₓ	a
idriₓ	a
idₓ	a
ie	a
ig	a
IG	A
ig₂	a
ig₃	a
igar	a
igaₓ	a
igeštu	a
igi	a
IGI	A
igi₂	a
|IGI.A|	|A.A|
|IGI×A|	|A|
|IGI.BI|	|A.A|
|IGI.BU|	|A.A|
|IGI.BUR|	|A.A|
|IGI.DIB|	|A.A|
|IGI.DIM|	|A.A|
|IGI.DU|	|A.A|
|IGI.DUB|	|A.A|
|IGI.DUN|	|A.A|
|IGI.E₂|	|A.A|
|IGI.ERIN₂|	|A.A|
|IGI.EŠ₂|	|A.A|
|IGI.EŠ₂.DU|	|A.A.A|
|IGI.EŠ₂.DU.ERIN₂|	|A.A.A.A|
IGI@g	A@a
|IGI.GA|	|A.A|
|IGI@g.ALAN|	|A@a.A|
|IGI.GAN₂@t|	|A.A@a|
|IGI.GAR|	|A.A|
|IGI@g.IGI@g|	|A@a.A@a|
